Epoch,TrainRMSE,TestRMSE
2334,54.1983,92.4899
2335,54.1967,92.4884
2336,54.1952,92.4867
2337,54.1936,92.4854
2338,54.1921,92.4845
2339,54.1906,92.483
2340,54.189,92.4815
2341,54.1875,92.4799
2342,54.186,92.4782
2343,54.1842,92.463
2344,54.1827,92.4618
2345,54.1812,92.4604
2346,54.1784,92.4503
2347,54.1768,92.4492
2348,54.1751,92.4499
2349,54.1735,92.4491
2350,54.1718,92.4489
2351,54.1703,92.4476
2352,54.1688,92.4454
2353,54.1672,92.4458
2354,54.1656,92.4449
2355,54.1641,92.4433
2356,54.1626,92.4417
2357,54.1611,92.4409
2358,54.1595,92.4387
2359,54.1579,92.4379
2360,54.1565,92.4387
2361,54.1551,92.4386
2362,54.1536,92.4376
2363,54.1521,92.4356
2364,54.1506,92.4347
2365,54.1491,92.4337
2366,54.1477,92.4338
2367,54.1462,92.432
2368,54.1446,92.4302
2369,54.1433,92.4282
2370,54.1418,92.4265
2371,54.1405,92.4259
2372,54.1391,92.4241
2373,54.1375,92.4219
2374,54.136,92.4205
2375,54.1345,92.4186
2376,54.133,92.4171
2377,54.1316,92.4155
2378,54.1302,92.4137
2379,54.1286,92.4131
2380,54.1271,92.4118
2381,54.1257,92.4116
2382,54.1242,92.4098
2383,54.1227,92.4086
2384,54.1213,92.4068
2385,54.1198,92.4056
2386,54.1184,92.4042
2387,54.117,92.404
2388,54.1155,92.4026
2389,54.114,92.4013
2390,54.1125,92.4
2391,54.1111,92.3986
2392,54.1096,92.3988
2393,54.1081,92.3984
2394,54.1067,92.3971
2395,54.1041,92.3861
2396,54.1026,92.385
2397,54.1012,92.3839
2398,54.0997,92.3819
2399,54.0982,92.3804
2400,54.0966,92.38
2401,54.0951,92.3791
2402,54.0939,92.3787
2403,54.0924,92.3765
2404,54.0897,92.3653
2405,54.0882,92.3644
2406,54.0867,92.3639
2407,54.0853,92.3625
2408,54.084,92.3621
2409,54.0827,92.3608
2410,54.0813,92.3606
2411,54.08,92.3592
2412,54.0786,92.3577
2413,54.0771,92.3564
2414,54.0757,92.3555
2415,54.0743,92.3541
2416,54.0728,92.353
2417,54.0714,92.3524
2418,54.0699,92.3516
2419,54.0685,92.3501
2420,54.067,92.3486
2421,54.0656,92.3472
2422,54.0642,92.3456
2423,54.0627,92.3455
2424,54.0613,92.344
2425,54.0599,92.3423
2426,54.0585,92.3408
2427,54.0571,92.3398
2428,54.0557,92.3414
2429,54.0543,92.3398
2430,54.0529,92.3382
2431,54.0515,92.3368
2432,54.0499,92.3339
2433,54.0487,92.3336
2434,54.0473,92.3322
2435,54.0458,92.3313
2436,54.0444,92.3302
2437,54.043,92.3286
2438,54.0416,92.3279
2439,54.0403,92.3286
2440,54.0389,92.3293
2441,54.0377,92.3329
2442,54.0363,92.3312
2443,54.0349,92.3298
2444,54.0334,92.3282
2445,54.032,92.3263
2446,54.0303,92.3284
2447,54.0289,92.3271
2448,54.0275,92.3253
2449,54.026,92.3234
2450,54.0246,92.3222
2451,54.0232,92.3205
2452,54.0218,92.3197
2453,54.0205,92.3206
2454,54.019,92.3188
2455,54.0176,92.3174
2456,54.0163,92.3164
2457,54.015,92.3177
2458,54.0136,92.3162
2459,54.0122,92.3155
2460,54.0108,92.3137
2461,54.0094,92.312
2462,54.008,92.3103
2463,54.0066,92.3105
2464,54.0052,92.3093
2465,54.0038,92.3083
2466,54.0023,92.3058
2467,54.0008,92.3041
2468,53.9995,92.3028
2469,53.9983,92.3022
2470,53.9968,92.3005
2471,53.9955,92.2997
2472,53.9941,92.2983
2473,53.9927,92.2968
2474,53.9913,92.2951
2475,53.9899,92.2938
2476,53.9885,92.2925
2477,53.9872,92.2907
2478,53.9858,92.2897
2479,53.9844,92.2884
2480,53.9831,92.2889
2481,53.9817,92.2869
2482,53.9803,92.2853
2483,53.9791,92.2834
2484,53.9778,92.2821
2485,53.9764,92.2812
2486,53.9751,92.2798
2487,53.9737,92.2801
2488,53.9724,92.2785
2489,53.9709,92.2755
2490,53.9695,92.2742
2491,53.9682,92.2728
2492,53.9668,92.2716
2493,53.9655,92.2709
2494,53.9641,92.2693
2495,53.9628,92.2685
2496,53.9614,92.2689
2497,53.9604,92.2695
2498,53.9592,92.2704
2499,53.9577,92.2551
2500,53.9563,92.2538
2501,53.9546,92.2428
2502,53.9527,92.2323
2503,53.9513,92.2314
2504,53.9499,92.2304
2505,53.9485,92.2295
2506,53.9471,92.2285
2507,53.9458,92.2275
2508,53.9445,92.2264
2509,53.9432,92.2255
2510,53.9417,92.2248
2511,53.9402,92.224
2512,53.9388,92.223
2513,53.9373,92.2223
2514,53.9359,92.2223
2515,53.9346,92.2209
2516,53.933,92.2208
2517,53.9318,92.2195
2518,53.93,92.2204
2519,53.9286,92.2198
2520,53.9273,92.2187
2521,53.926,92.2173
2522,53.9246,92.2166
2523,53.9232,92.2158
2524,53.9219,92.2147
2525,53.9206,92.213
2526,53.9192,92.2119
2527,53.9177,92.2148
2528,53.9163,92.2152
2529,53.915,92.2139
2530,53.9137,92.2126
2531,53.9123,92.2131
2532,53.9109,92.2116
2533,53.9096,92.2107
2534,53.9079,92.2128
2535,53.9066,92.2117
2536,53.9053,92.2106
2537,53.904,92.2122
2538,53.9027,92.2108
2539,53.9014,92.2096
2540,53.9001,92.2083
2541,53.8988,92.209
2542,53.8976,92.2087
2543,53.8959,92.1933
2544,53.8945,92.1909
2545,53.8932,92.1897
2546,53.8918,92.1891
2547,53.8905,92.1879
2548,53.8892,92.1866
2549,53.888,92.1872
2550,53.8867,92.1859
2551,53.8854,92.1844
2552,53.8841,92.184
2553,53.8829,92.1823
2554,53.8816,92.1811
2555,53.8803,92.1807
2556,53.879,92.1812
2557,53.8779,92.1811
2558,53.8766,92.1799
2559,53.8753,92.1783
2560,53.8741,92.177
2561,53.8728,92.1761
2562,53.8715,92.1749
2563,53.8702,92.1737
2564,53.8689,92.1726
2565,53.8676,92.1709
2566,53.8664,92.17
2567,53.8651,92.1691
2568,53.8638,92.1691
2569,53.8626,92.1682
2570,53.8613,92.1674
2571,53.86,92.1662
2572,53.8587,92.1648
2573,53.8575,92.1637
2574,53.8561,92.1613
2575,53.8548,92.1609
2576,53.8535,92.1602
2577,53.8522,92.1588
2578,53.8509,92.1581
2579,53.8497,92.1568
2580,53.8484,92.1555
2581,53.8471,92.1543
2582,53.8461,92.1537
2583,53.8448,92.1523
2584,53.8435,92.1527
2585,53.8422,92.1508
2586,53.8409,92.1493
2587,53.8397,92.1485
2588,53.8385,92.1484
2589,53.8372,92.1471
2590,53.8359,92.1461
2591,53.8347,92.1453
2592,53.8334,92.1445
2593,53.8322,92.1432
2594,53.8309,92.1421
2595,53.8297,92.1412
2596,53.8284,92.1403
2597,53.8272,92.1391
2598,53.8259,92.1382
2599,53.8247,92.1365
2600,53.8234,92.1353
2601,53.8222,92.1342
2602,53.8209,92.1327
2603,53.8198,92.1331
2604,53.8186,92.1329
2605,53.8174,92.1319
2606,53.8161,92.1303
2607,53.8152,92.1307
2608,53.8139,92.1294
2609,53.8127,92.1281
2610,53.8114,92.127
2611,53.8102,92.1255
2612,53.8087,92.1281
2613,53.8075,92.1267
2614,53.8062,92.1258
2615,53.8049,92.1244
2616,53.8037,92.123
2617,53.8025,92.1222
2618,53.8013,92.1216
2619,53.8001,92.121
2620,53.7988,92.1212
2621,53.7976,92.1195
2622,53.7963,92.1179
2623,53.795,92.1168
2624,53.7938,92.1154
2625,53.7926,92.1143
2626,53.7913,92.1129
2627,53.7901,92.1119
2628,53.7889,92.1118
2629,53.7877,92.1103
2630,53.7864,92.1089
2631,53.7853,92.1086
2632,53.7842,92.1087
2633,53.7829,92.1091
2634,53.7817,92.108
2635,53.7804,92.1066
2636,53.7792,92.1055
2637,53.7772,92.0937
2638,53.776,92.0924
2639,53.7748,92.091
2640,53.7736,92.0916
2641,53.7724,92.0904
2642,53.7712,92.0885
2643,53.77,92.0881
2644,53.7687,92.0868
2645,53.7675,92.0857
2646,53.7663,92.0851
2647,53.7652,92.0846
2648,53.7639,92.0833
2649,53.7628,92.0827
2650,53.7616,92.0816
2651,53.7604,92.081
2652,53.7592,92.0801
2653,53.758,92.0795
2654,53.7567,92.0785
2655,53.7556,92.0778
2656,53.7544,92.0764
2657,53.7533,92.075
2658,53.7521,92.0742
2659,53.7509,92.0731
2660,53.7497,92.0717
2661,53.7485,92.0714
2662,53.7474,92.0707
2663,53.7462,92.0726
2664,53.745,92.0712
2665,53.7438,92.0704
2666,53.7423,92.0555
2667,53.7411,92.0545
2668,53.7399,92.0533
2669,53.7386,92.0508
2670,53.737,92.0528
2671,53.7347,92.0415
2672,53.7336,92.0405
2673,53.7324,92.0395
2674,53.7312,92.0386
2675,53.7301,92.0375
2676,53.7281,92.027
2677,53.7274,92.0264
2678,53.7261,92.0259
2679,53.725,92.0241
2680,53.7238,92.0242
2681,53.7227,92.023
2682,53.7215,92.0222
2683,53.7197,92.0124
2684,53.7184,92.0127
2685,53.7172,92.0121
2686,53.716,92.0112
2687,53.7145,92.0132
2688,53.7134,92.0123
2689,53.7121,92.0118
2690,53.711,92.0108
2691,53.7103,91.9965
2692,53.7089,91.9966
2693,53.7078,91.9958
2694,53.7066,91.995
2695,53.7053,91.9946
2696,53.7041,91.9943
2697,53.7028,91.9937
2698,53.701,91.9961
2699,53.6998,91.9952
2700,53.6986,91.9945
2701,53.6974,91.994
2702,53.6963,91.9931
2703,53.6951,91.993
2704,53.6939,91.9937
2705,53.6929,91.9792
2706,53.6918,91.9781
2707,53.6906,91.9777
2708,53.6894,91.977
2709,53.6883,91.9757
2710,53.6872,91.9746
2711,53.6861,91.9737
2712,53.6849,91.9741
2713,53.6837,91.9728
2714,53.6826,91.9718
2715,53.6814,91.971
2716,53.6803,91.9701
2717,53.6795,91.9559
2718,53.6784,91.9551
2719,53.6772,91.9545
2720,53.6756,91.9449
2721,53.6746,91.9432
2722,53.6734,91.9424
2723,53.6721,91.9419
2724,53.6709,91.9413
2725,53.6695,91.9409
2726,53.6684,91.9402
2727,53.6671,91.94
2728,53.6659,91.9395
2729,53.6648,91.9385
2730,53.6635,91.938
2731,53.6624,91.9373
2732,53.6613,91.9365
2733,53.6601,91.9358
2734,53.6589,91.9352
2735,53.6579,91.934
2736,53.6567,91.9334
2737,53.6556,91.9324
2738,53.6545,91.9319
2739,53.6533,91.9312
2740,53.6515,91.9335
2741,53.6503,91.933
2742,53.6486,91.9353
2743,53.6475,91.9345
2744,53.6464,91.9336
2745,53.6452,91.9329
2746,53.644,91.9338
2747,53.6429,91.9333
2748,53.6418,91.9326
2749,53.6406,91.9316
2750,53.6395,91.9308
2751,53.6385,91.9298
2752,53.6373,91.9289
2753,53.6363,91.9279
2754,53.6344,91.918
2755,53.6332,91.9175
2756,53.6321,91.9161
2757,53.631,91.9152
2758,53.6297,91.9158
2759,53.6286,91.9173
2760,53.6274,91.9172
2761,53.6263,91.9162
2762,53.6252,91.9152
2763,53.6242,91.9155
2764,53.6231,91.9145
2765,53.622,91.9134
2766,53.6209,91.9136
2767,53.6199,91.9127
2768,53.6188,91.912
2769,53.6177,91.9107
2770,53.6167,91.91
2771,53.6156,91.9093
2772,53.6145,91.9102
2773,53.6134,91.9097
2774,53.6123,91.9086
2775,53.6113,91.9074
2776,53.6102,91.9064
2777,53.609,91.9071
2778,53.6079,91.9061
2779,53.6068,91.9051
2780,53.6057,91.904
2781,53.6047,91.9032
2782,53.6036,91.9025
2783,53.6017,91.8923
2784,53.6006,91.892
2785,53.5996,91.8909
2786,53.5985,91.89
2787,53.5974,91.8892
2788,53.5963,91.8884
2789,53.5953,91.8875
2790,53.5942,91.8867
2791,53.5931,91.8862
2792,53.5918,91.8868
2793,53.5908,91.8885
2794,53.5898,91.8878
2795,53.5887,91.8865
2796,53.5876,91.8858
2797,53.5865,91.8851
2798,53.5855,91.871
2799,53.5844,91.8704
2800,53.5834,91.8697
2801,53.5822,91.8692
2802,53.581,91.8689
2803,53.58,91.868
2804,53.5789,91.8672
2805,53.5778,91.866
2806,53.5767,91.8657
2807,53.5756,91.8655
2808,53.5745,91.8656
2809,53.5735,91.8645
2810,53.5724,91.866
2811,53.5714,91.8647
2812,53.5703,91.8641
2813,53.5692,91.8634
2814,53.5682,91.8625
2815,53.5671,91.862
2816,53.566,91.8614
2817,53.565,91.8609
2818,53.5639,91.8598
2819,53.5629,91.8589
2820,53.5619,91.8582
2821,53.5608,91.8573
2822,53.5598,91.8563
2823,53.5587,91.8559
2824,53.5577,91.8548
2825,53.5566,91.8544
2826,53.5555,91.8536
2827,53.5545,91.8525
2828,53.5535,91.8516
2829,53.5524,91.8508
2830,53.5514,91.85
2831,53.5503,91.8491
2832,53.5493,91.835
2833,53.5482,91.8348
2834,53.5471,91.8346
2835,53.5461,91.8337
2836,53.5452,91.8327
2837,53.544,91.8346
2838,53.543,91.8351
2839,53.5419,91.8345
2840,53.5409,91.8336
2841,53.5398,91.8338
2842,53.5388,91.8334
2843,53.5377,91.8326
2844,53.5367,91.8318
2845,53.5352,91.8345
2846,53.5341,91.8335
2847,53.5331,91.8328
2848,53.5321,91.8316
2849,53.531,91.8307
2850,53.53,91.8304
2851,53.529,91.831
2852,53.528,91.8302
2853,53.5269,91.8292
2854,53.5259,91.8288
2855,53.5249,91.8277
2856,53.5239,91.8267
2857,53.5228,91.8263
2858,53.5216,91.824
2859,53.5206,91.8235
2860,53.5196,91.8229
2861,53.5188,91.8219
2862,53.5178,91.8219
2863,53.5167,91.8199
2864,53.5158,91.8204
2865,53.5147,91.8214
2866,53.5137,91.8201
2867,53.5126,91.8191
2868,53.5116,91.818
2869,53.5106,91.8173
2870,53.5096,91.8163
2871,53.5086,91.8168
2872,53.5075,91.8158
2873,53.5065,91.8151
2874,53.5054,91.8008
2875,53.5045,91.8027
2876,53.5035,91.8018
2877,53.5025,91.8012
2878,53.5015,91.8003
2879,53.5005,91.7993
2880,53.4995,91.7986
2881,53.4988,91.7845
2882,53.4979,91.7838
2883,53.4969,91.7831
2884,53.4957,91.783
2885,53.4947,91.7825
2886,53.4937,91.7818
2887,53.4926,91.7817
2888,53.4916,91.7806
2889,53.4906,91.78
2890,53.4895,91.7793
2891,53.4885,91.7789
2892,53.4875,91.7783
2893,53.4865,91.7762
2894,53.4855,91.7756
2895,53.4841,91.7663
2896,53.4828,91.7675
2897,53.4816,91.7679
2898,53.4806,91.7672
2899,53.4796,91.7661
2900,53.4786,91.7657
2901,53.4776,91.7649
2902,53.4766,91.7643
2903,53.4752,91.7551
2904,53.4739,91.7551
2905,53.4727,91.7551
2906,53.4716,91.7546
2907,53.4709,91.753
2908,53.47,91.7523
2909,53.4689,91.7518
2910,53.4678,91.752
2911,53.4667,91.7517
2912,53.4657,91.7511
2913,53.4647,91.7505
2914,53.4638,91.7498
2915,53.4627,91.7494
2916,53.4617,91.7488
2917,53.4605,91.7499
2918,53.4594,91.7496
2919,53.4584,91.7491
2920,53.4575,91.7483
2921,53.4566,91.7476
2922,53.4555,91.7471
2923,53.4546,91.7464
2924,53.4535,91.7481
2925,53.4525,91.7476
2926,53.4515,91.7488
2927,53.4505,91.748
2928,53.4495,91.7475
2929,53.4485,91.7471
2930,53.4475,91.7465
2931,53.4465,91.7462
2932,53.4454,91.7472
2933,53.4445,91.7464
2934,53.4427,91.7367
2935,53.4418,91.7371
2936,53.4408,91.7356
2937,53.4397,91.7356
2938,53.4387,91.7354
2939,53.4377,91.7349
2940,53.4368,91.7341
2941,53.4358,91.7332
2942,53.4349,91.7324
2943,53.4339,91.7325
2944,53.4329,91.732
2945,53.4319,91.7335
2946,53.4309,91.7325
2947,53.43,91.7321
2948,53.429,91.7313
2949,53.4281,91.731
2950,53.4271,91.7301
2951,53.4262,91.7293
2952,53.4252,91.7314
2953,53.4242,91.7306
2954,53.4233,91.7298
2955,53.4223,91.7293
2956,53.4209,91.7316
2957,53.42,91.7308
2958,53.419,91.7299
2959,53.4181,91.7305
2960,53.4168,91.7331
2961,53.4158,91.733
2962,53.4149,91.732
2963,53.4137,91.7299
2964,53.4128,91.7289
2965,53.4118,91.729
2966,53.4109,91.7281
2967,53.4099,91.7271
2968,53.409,91.7263
2969,53.4077,91.7293
2970,53.4067,91.7289
2971,53.4057,91.7279
2972,53.4048,91.7283
2973,53.4038,91.7273
2974,53.4028,91.7268
2975,53.4019,91.7265
2976,53.401,91.7261
2977,53.4001,91.7269
2978,53.3991,91.7262
2979,53.3984,91.7262
2980,53.3974,91.7254
2981,53.3964,91.7245
2982,53.3953,91.7229
2983,53.3943,91.7221
2984,53.3933,91.721
2985,53.3924,91.7199
2986,53.3914,91.7206
2987,53.3904,91.7199
2988,53.3895,91.7205
2989,53.3885,91.7203
2990,53.3876,91.7194
2991,53.3867,91.7193
2992,53.3857,91.7182
2993,53.3848,91.7177
2994,53.384,91.7192
2995,53.3815,91.7122
2996,53.3806,91.7128
2997,53.3797,91.7134
2998,53.3787,91.7125
2999,53.3777,91.7116
3000,53.3768,91.7106
3001,53.3758,91.7096
3002,53.3748,91.7084
3003,53.3738,91.7075
3004,53.3729,91.7067
3005,53.372,91.7055
3006,53.371,91.7047
3007,53.37,91.7027
3008,53.369,91.702
3009,53.3681,91.7015
3010,53.3672,91.7005
3011,53.3655,91.6908
3012,53.3646,91.6902
3013,53.3636,91.6899
3014,53.3627,91.6885
3015,53.3618,91.688
3016,53.3608,91.6882
3017,53.3598,91.6879
3018,53.3589,91.6871
3019,53.358,91.687
3020,53.3571,91.6863
3021,53.3562,91.6859
3022,53.3552,91.6853
3023,53.3537,91.6757
3024,53.3527,91.6754
3025,53.3518,91.6754
3026,53.3508,91.6774
3027,53.3499,91.6768
3028,53.3489,91.6763
3029,53.348,91.6755
3030,53.3471,91.6749
3031,53.3462,91.6741
3032,53.3453,91.6734
3033,53.3443,91.6746
3034,53.3434,91.674
3035,53.3425,91.6733
3036,53.3414,91.6741
3037,53.3405,91.673
3038,53.3396,91.6725
3039,53.3386,91.6726
3040,53.3378,91.6718
3041,53.3369,91.6709
3042,53.336,91.6708
3043,53.3351,91.6701
3044,53.3342,91.6693
3045,53.3333,91.6685
3046,53.3324,91.6678
3047,53.3315,91.6677
3048,53.3306,91.6669
3049,53.3292,91.6574
3050,53.3283,91.6567
3051,53.3275,91.656
3052,53.3266,91.6555
3053,53.3256,91.6554
3054,53.3247,91.6547
3055,53.3238,91.6543
3056,53.323,91.6537
3057,53.322,91.6532
3058,53.321,91.6533
3059,53.3201,91.6526
3060,53.3192,91.6521
3061,53.3182,91.6522
3062,53.3172,91.6533
3063,53.3163,91.6526
3064,53.3154,91.652
3065,53.3146,91.6518
3066,53.3137,91.6519
3067,53.3128,91.6506
3068,53.3119,91.6499
3069,53.311,91.6494
3070,53.3101,91.6489
3071,53.3093,91.6491
3072,53.3083,91.6492
3073,53.3075,91.6483
3074,53.3066,91.6482
3075,53.3057,91.6492
3076,53.3048,91.6486
3077,53.3039,91.648
3078,53.3031,91.648
3079,53.3021,91.6494
3080,53.3012,91.6485
3081,53.3004,91.6489
3082,53.2995,91.6481
3083,53.2987,91.6473
3084,53.2978,91.6464
3085,53.2968,91.6497
3086,53.296,91.651
3087,53.294,91.6423
3088,53.2931,91.6415
3089,53.2923,91.6408
3090,53.2914,91.6402
3091,53.2905,91.6405
3092,53.2896,91.6398
3093,53.2888,91.6395
3094,53.2879,91.6392
3095,53.287,91.6387
3096,53.2861,91.6381
3097,53.2852,91.6373
3098,53.2844,91.6364
3099,53.2835,91.6364
3100,53.2826,91.6354
3101,53.2817,91.6345
3102,53.2809,91.6338
3103,53.28,91.6325
3104,53.2791,91.6324
3105,53.2783,91.6316
3106,53.2774,91.6305
3107,53.2767,91.6307
3108,53.2758,91.6307
3109,53.275,91.6297
3110,53.2741,91.629
3111,53.2731,91.6152
3112,53.2723,91.6144
3113,53.2714,91.6138
3114,53.2706,91.6132
3115,53.2698,91.6125
3116,53.2689,91.6116
3117,53.268,91.6116
3118,53.2669,91.6139
3119,53.2661,91.6132
3120,53.2652,91.6126
3121,53.2644,91.6121
3122,53.2635,91.6114
3123,53.2627,91.6104
3124,53.2618,91.6099
3125,53.261,91.6093
3126,53.2601,91.6083
3127,53.2593,91.6081
3128,53.2584,91.6068
3129,53.2575,91.6065
3130,53.2566,91.606
3131,53.2558,91.6055
3132,53.2549,91.6053
3133,53.2541,91.6051
3134,53.2532,91.6041
3135,53.2523,91.6027
3136,53.2515,91.6019
3137,53.2506,91.6006
3138,53.2498,91.5999
3139,53.2489,91.5992
3140,53.2481,91.5988
3141,53.2473,91.5981
3142,53.2464,91.5972
3143,53.2456,91.5965
3144,53.2448,91.5958
3145,53.244,91.5951
3146,53.2431,91.595
3147,53.2423,91.5941
3148,53.2415,91.5935
3149,53.2406,91.5938
3150,53.2397,91.5939
3151,53.2389,91.5932
3152,53.2381,91.5929
3153,53.2372,91.5921
3154,53.2364,91.5916
3155,53.2356,91.591
3156,53.2347,91.5909
3157,53.2339,91.5904
3158,53.233,91.5903
3159,53.2322,91.5897
3160,53.2315,91.5761
3161,53.2307,91.5753
3162,53.2299,91.5749
3163,53.2291,91.5743
3164,53.2282,91.5731
3165,53.2273,91.5726
3166,53.2265,91.5732
3167,53.2254,91.5761
3168,53.2246,91.576
3169,53.2238,91.5752
3170,53.223,91.5748
3171,53.2222,91.574
3172,53.2213,91.5736
3173,53.2205,91.5733
3174,53.2196,91.5729
3175,53.2186,91.5738
3176,53.2177,91.5744
3177,53.2169,91.5739
3178,53.216,91.574
3179,53.2152,91.5733
3180,53.2144,91.573
3181,53.2136,91.5725
3182,53.2128,91.572
3183,53.2119,91.5718
3184,53.2112,91.5732
3185,53.2104,91.5723
3186,53.2096,91.5715
3187,53.2087,91.5714
3188,53.2079,91.5707
3189,53.2071,91.57
3190,53.2063,91.5695
3191,53.2054,91.5688
3192,53.2046,91.5696
3193,53.2038,91.5707
3194,53.2031,91.57
3195,53.2023,91.5697
3196,53.2015,91.5704
3197,53.2007,91.5699
3198,53.1999,91.5697
3199,53.199,91.569
3200,53.1982,91.5687
3201,53.1975,91.5687
3202,53.1967,91.568
3203,53.1959,91.5679
3204,53.195,91.5668
3205,53.1939,91.5693
3206,53.1931,91.5686
3207,53.1923,91.5678
3208,53.1917,91.568
3209,53.1908,91.567
3210,53.19,91.5662
3211,53.1892,91.5655
3212,53.1883,91.5649
3213,53.1875,91.5645
3214,53.1869,91.5659
3215,53.1859,91.5685
3216,53.1851,91.568
3217,53.1842,91.5673
3218,53.1835,91.5673
3219,53.1827,91.567
3220,53.1819,91.5663
3221,53.1811,91.5659
3222,53.1802,91.5652
3223,53.1793,91.5643
3224,53.1785,91.5636
3225,53.1777,91.5627
3226,53.1769,91.5631
3227,53.1761,91.5636
3228,53.1753,91.5628
3229,53.1744,91.562
3230,53.1737,91.562
3231,53.1729,91.561
3232,53.172,91.5603
3233,53.1713,91.5601
3234,53.1705,91.5606
3235,53.1695,91.5465
3236,53.1687,91.5462
3237,53.168,91.5456
3238,53.1672,91.5455
3239,53.1666,91.5449
3240,53.1658,91.5444
3241,53.1651,91.5437
3242,53.1643,91.5432
3243,53.1635,91.5427
3244,53.1627,91.5421
3245,53.1619,91.5412
3246,53.1611,91.5395
3247,53.1604,91.5388
3248,53.1596,91.5382
3249,53.1589,91.5374
3250,53.158,91.5376
3251,53.1573,91.5367
3252,53.1565,91.5362
3253,53.1557,91.536
3254,53.1549,91.5354
3255,53.1541,91.5352
3256,53.1533,91.5347
3257,53.1525,91.5344
3258,53.1517,91.5345
3259,53.1509,91.534
3260,53.1501,91.5335
3261,53.1493,91.5332
3262,53.1485,91.5327
3263,53.1478,91.5322
3264,53.147,91.5318
3265,53.1462,91.5338
3266,53.1454,91.5333
3267,53.1446,91.5324
3268,53.1438,91.5318
3269,53.1431,91.5186
3270,53.1423,91.5182
3271,53.1415,91.5179
3272,53.1406,91.5177
3273,53.1397,91.5184
3274,53.1391,91.518
3275,53.1383,91.5179
3276,53.1375,91.5172
3277,53.1368,91.5167
3278,53.136,91.516
3279,53.1353,91.5153
3280,53.1344,91.5161
3281,53.1336,91.517
3282,53.1328,91.5164
3283,53.1321,91.5159
3284,53.1313,91.5155
3285,53.1305,91.515
3286,53.1298,91.5146
3287,53.129,91.514
3288,53.1282,91.5136
3289,53.1275,91.513
3290,53.1269,91.5128
3291,53.1261,91.5115
3292,53.1254,91.511
3293,53.1246,91.5104
3294,53.1239,91.51
3295,53.1231,91.5094
3296,53.1223,91.5093
3297,53.1216,91.5088
3298,53.1209,91.5082
3299,53.1202,91.5076
3300,53.1194,91.5073
3301,53.119,91.5072
3302,53.1182,91.5069
3303,53.1175,91.5064
3304,53.1167,91.5062
3305,53.1158,91.5053
3306,53.1152,91.5047
3307,53.1142,91.5053
3308,53.1135,91.5047
3309,53.1128,91.5042
3310,53.1121,91.5037
3311,53.1113,91.5029
3312,53.1105,91.5026
3313,53.1097,91.5024
3314,53.109,91.5021
3315,53.1082,91.5018
3316,53.1075,91.5012
3317,53.1067,91.5019
3318,53.1059,91.5015
3319,53.105,91.5012
3320,53.1043,91.5006
3321,53.1035,91.501
3322,53.1028,91.5004
3323,53.102,91.5013
3324,53.1011,91.5023
3325,53.1003,91.5034
3326,53.0995,91.5036
3327,53.0988,91.5035
3328,53.098,91.503
3329,53.0973,91.5024
3330,53.0966,91.5018
3331,53.0958,91.5015
3332,53.0951,91.5015
3333,53.0943,91.501
3334,53.0935,91.5019
3335,53.0927,91.5013
3336,53.092,91.5009
3337,53.0912,91.5004
3338,53.0905,91.5007
3339,53.0898,91.5007
3340,53.089,91.4997
3341,53.0883,91.4994
3342,53.0873,91.5018
3343,53.0863,91.5
3344,53.0855,91.4985
3345,53.0849,91.499
3346,53.0842,91.4983
3347,53.0834,91.4978
3348,53.0828,91.4972
3349,53.0821,91.4965
3350,53.0814,91.4962
3351,53.0806,91.4954
3352,53.0799,91.4949
3353,53.0792,91.4948
3354,53.0784,91.4948
3355,53.0777,91.494
3356,53.0769,91.4934
3357,53.0761,91.4933
3358,53.0754,91.493
3359,53.0747,91.4924
3360,53.074,91.4931
3361,53.0733,91.4924
3362,53.0725,91.4918
3363,53.0718,91.4916
3364,53.0711,91.4915
3365,53.0704,91.4909
3366,53.0696,91.4901
3367,53.0689,91.4893
3368,53.0683,91.4756
3369,53.0675,91.4752
3370,53.0668,91.4745
3371,53.0661,91.4741
3372,53.0654,91.4737
3373,53.0646,91.4733
3374,53.064,91.4727
3375,53.0632,91.4722
3376,53.0625,91.4718
3377,53.0618,91.4712
3378,53.0611,91.4708
3379,53.0604,91.4704
3380,53.0596,91.472
3381,53.0589,91.4716
3382,53.0581,91.4717
3383,53.0573,91.4715
3384,53.0566,91.4714
3385,53.0559,91.4708
3386,53.0552,91.4704
3387,53.0544,91.4703
3388,53.0537,91.4699
3389,53.0529,91.4703
3390,53.0522,91.4699
3391,53.0516,91.4692
3392,53.0508,91.4691
3393,53.0501,91.4685
3394,53.0494,91.4682
3395,53.0486,91.4682
3396,53.0479,91.4676
3397,53.0472,91.4673
3398,53.0464,91.4676
3399,53.0456,91.4684
3400,53.0449,91.4683
3401,53.0441,91.468
3402,53.0434,91.4673
3403,53.0427,91.4669
3404,53.042,91.4666
3405,53.0412,91.4661
3406,53.0405,91.4656
3407,53.0399,91.4651
3408,53.0391,91.4645
3409,53.0384,91.4642
3410,53.0378,91.4506
3411,53.0371,91.4502
3412,53.0364,91.4498
3413,53.0356,91.4494
3414,53.0349,91.449
3415,53.0342,91.4493
3416,53.0335,91.4489
3417,53.0328,91.4484
3418,53.0321,91.4479
3419,53.0313,91.4482
3420,53.0306,91.449
3421,53.0299,91.4488
3422,53.0292,91.4482
3423,53.0285,91.4475
3424,53.0279,91.4477
