Epoch,TrainRMSE,TestRMSE
1243,57.2437,96.3108
1244,57.2385,96.3039
1245,57.2333,96.298
1246,57.2281,96.2926
1247,57.2228,96.2859
1248,57.2176,96.2786
1249,57.2125,96.2721
1250,57.2073,96.2657
1251,57.202,96.2605
1252,57.1914,96.2339
1253,57.1862,96.227
1254,57.1809,96.2204
1255,57.1758,96.2138
1256,57.1707,96.2073
1257,57.1656,96.2031
1258,57.1604,96.1952
1259,57.1554,96.1885
1260,57.1504,96.181
1261,57.1454,96.1752
1262,57.1403,96.1693
1263,57.1352,96.1634
1264,57.1303,96.1574
1265,57.1252,96.1495
1266,57.1201,96.1424
1267,57.1151,96.1355
1268,57.1102,96.1283
1269,57.1052,96.1211
1270,57.1002,96.1153
1271,57.0952,96.1087
1272,57.0903,96.1058
1273,57.0854,96.0989
1274,57.0805,96.0915
1275,57.0757,96.0837
1276,57.0651,96.0556
1277,57.0602,96.0489
1278,57.0553,96.042
1279,57.0504,96.0353
1280,57.0455,96.0291
1281,57.0407,96.0225
1282,57.036,96.0152
1283,57.0312,96.0079
1284,57.0266,96.0069
1285,57.0219,96.0022
1286,57.0171,95.9951
1287,57.0122,95.9894
1288,57.0072,95.9851
1289,57.0025,95.9779
1290,56.9976,95.9702
1291,56.9929,95.9634
1292,56.9882,95.958
1293,56.9834,95.9522
1294,56.9787,95.9453
1295,56.9737,95.9407
1296,56.969,95.9332
1297,56.9643,95.9266
1298,56.9596,95.9198
1299,56.9549,95.9164
1300,56.9503,95.9142
1301,56.9456,95.9074
1302,56.9408,95.9
1303,56.9361,95.8941
1304,56.9315,95.8869
1305,56.9268,95.8797
1306,56.9222,95.873
1307,56.9177,95.8686
1308,56.9131,95.8622
1309,56.9086,95.8589
1310,56.904,95.853
1311,56.8993,95.8458
1312,56.8948,95.8398
1313,56.8902,95.8332
1314,56.8856,95.826
1315,56.8809,95.8203
1316,56.8764,95.8135
1317,56.8718,95.8078
1318,56.8676,95.802
1319,56.8632,95.7965
1320,56.8589,95.7921
1321,56.8543,95.7865
1322,56.8497,95.7803
1323,56.8452,95.7732
1324,56.8406,95.7666
1325,56.8361,95.76
1326,56.8316,95.7569
1327,56.827,95.7505
1328,56.823,95.7494
1329,56.8184,95.7421
1330,56.8139,95.7369
1331,56.8094,95.73
1332,56.805,95.7243
1333,56.8005,95.7185
1334,56.7959,95.7111
1335,56.7915,95.7047
1336,56.787,95.6979
1337,56.7825,95.6911
1338,56.7781,95.6845
1339,56.7736,95.6768
1340,56.7692,95.6708
1341,56.7648,95.665
1342,56.7604,95.6585
1343,56.756,95.6518
1344,56.7516,95.6461
1345,56.7474,95.6412
1346,56.7431,95.6354
1347,56.7387,95.6291
1348,56.7345,95.6231
1349,56.7301,95.616
1350,56.7258,95.6091
1351,56.7215,95.6032
1352,56.7171,95.5985
1353,56.713,95.5943
1354,56.7087,95.5869
1355,56.7043,95.5799
1356,56.7001,95.5744
1357,56.6958,95.5698
1358,56.6915,95.5638
1359,56.6872,95.5586
1360,56.6827,95.5511
1361,56.6786,95.5462
1362,56.6743,95.5401
1363,56.67,95.534
1364,56.6658,95.5277
1365,56.6615,95.5222
1366,56.6574,95.5162
1367,56.6531,95.5115
1368,56.6489,95.5051
1369,56.6423,95.479
1370,56.6382,95.4753
1371,56.634,95.4695
1372,56.6299,95.4637
1373,56.6257,95.4583
1374,56.6216,95.4535
1375,56.6175,95.4471
1376,56.6134,95.4408
1377,56.6093,95.437
1378,56.6051,95.4319
1379,56.601,95.4258
1380,56.5969,95.4211
1381,56.5928,95.4168
1382,56.5887,95.4109
1383,56.5845,95.4048
1384,56.5807,95.4013
1385,56.5765,95.3946
1386,56.5724,95.3886
1387,56.5686,95.3858
1388,56.5646,95.3807
1389,56.5608,95.3773
1390,56.5567,95.3717
1391,56.5528,95.3682
1392,56.5464,95.3428
1393,56.5423,95.3369
1394,56.5388,95.3348
1395,56.5348,95.3296
1396,56.5308,95.3236
1397,56.5267,95.3181
1398,56.5226,95.3128
1399,56.5186,95.3073
1400,56.5145,95.3021
1401,56.5105,95.2973
1402,56.5066,95.2913
1403,56.5026,95.2857
1404,56.4987,95.2813
1405,56.4947,95.2758
1406,56.4907,95.2728
1407,56.4868,95.2678
1408,56.4829,95.2616
1409,56.4789,95.2559
1410,56.475,95.2508
1411,56.471,95.2467
1412,56.4671,95.2417
1413,56.4631,95.2359
1414,56.4592,95.2296
1415,56.4551,95.2262
1416,56.4509,95.2189
1417,56.447,95.2138
1418,56.4431,95.2094
1419,56.4392,95.204
1420,56.4353,95.2
1421,56.4314,95.1949
1422,56.4268,95.1864
1423,56.4234,95.1831
1424,56.4195,95.178
1425,56.4156,95.1734
1426,56.4118,95.1672
1427,56.4072,95.1615
1428,56.4036,95.1606
1429,56.3999,95.1577
1430,56.396,95.1521
1431,56.3922,95.1464
1432,56.3883,95.1405
1433,56.3845,95.1353
1434,56.3807,95.1297
1435,56.3775,95.1268
1436,56.3735,95.1198
1437,56.3697,95.1154
1438,56.3659,95.1098
1439,56.3622,95.1038
1440,56.3578,95.0957
1441,56.354,95.0907
1442,56.3502,95.086
1443,56.3464,95.0812
1444,56.3427,95.0757
1445,56.339,95.0713
1446,56.3353,95.0659
1447,56.3316,95.0599
1448,56.3278,95.0545
1449,56.3241,95.0493
1450,56.3203,95.0454
1451,56.3165,95.0406
1452,56.3128,95.0354
1453,56.3092,95.0307
1454,56.3055,95.0266
1455,56.3018,95.0227
1456,56.2981,95.0188
1457,56.2943,95.016
1458,56.2905,95.0109
1459,56.2862,95.003
1460,56.283,94.999
1461,56.2792,94.9929
1462,56.2755,94.9876
1463,56.2718,94.9828
1464,56.2682,94.9774
1465,56.2645,94.972
1466,56.2608,94.9666
1467,56.2572,94.9613
1468,56.2536,94.9561
1469,56.2499,94.9511
1470,56.2463,94.9456
1471,56.2426,94.9424
1472,56.2389,94.9375
1473,56.2353,94.9325
1474,56.2317,94.9276
1475,56.2281,94.9223
1476,56.2245,94.9183
1477,56.2209,94.9126
1478,56.2172,94.9085
1479,56.2136,94.9034
1480,56.21,94.8987
1481,56.2065,94.8955
1482,56.2029,94.8908
1483,56.1995,94.8885
1484,56.1959,94.885
1485,56.1923,94.8795
1486,56.1888,94.8736
1487,56.1853,94.8686
1488,56.1816,94.8629
1489,56.1781,94.8579
1490,56.1748,94.8541
1491,56.1712,94.8489
1492,56.1676,94.8432
1493,56.1635,94.8362
1494,56.16,94.8312
1495,56.1565,94.8259
1496,56.1531,94.8234
1497,56.1496,94.8184
1498,56.146,94.8147
1499,56.1425,94.8099
1500,56.1389,94.8059
1501,56.135,94.7987
1502,56.1315,94.7937
1503,56.1281,94.7892
1504,56.1247,94.784
1505,56.1212,94.7794
1506,56.1177,94.7744
1507,56.1142,94.7696
1508,56.1108,94.7662
1509,56.1073,94.7621
1510,56.104,94.7584
1511,56.1006,94.7534
1512,56.0971,94.7482
1513,56.0937,94.7437
1514,56.0902,94.739
1515,56.0868,94.7341
1516,56.0834,94.7294
1517,56.0801,94.7252
1518,56.0766,94.7203
1519,56.0732,94.7153
1520,56.0701,94.7115
1521,56.0667,94.7067
1522,56.0598,94.6865
1523,56.0563,94.6829
1524,56.0529,94.6786
1525,56.0495,94.674
1526,56.0462,94.6709
1527,56.0428,94.6669
1528,56.0394,94.6627
1529,56.036,94.6616
1530,56.0325,94.6584
1531,56.0289,94.6555
1532,56.0255,94.6537
1533,56.0224,94.6524
1534,56.0191,94.6513
1535,56.0158,94.6467
1536,56.0125,94.6423
1537,56.0092,94.6389
1538,56.0059,94.6338
1539,56.0027,94.6313
1540,55.9994,94.6266
1541,55.9961,94.6215
1542,55.9929,94.6192
1543,55.9895,94.6132
1544,55.9864,94.6102
1545,55.9831,94.6065
1546,55.9798,94.6017
1547,55.9765,94.5974
1548,55.9732,94.5939
1549,55.97,94.5897
1550,55.9667,94.5854
1551,55.9634,94.5809
1552,55.9603,94.5779
1553,55.9552,94.5563
1554,55.952,94.553
1555,55.9487,94.5487
1556,55.9455,94.5441
1557,55.9423,94.5395
1558,55.939,94.5372
1559,55.9358,94.5336
1560,55.9326,94.5292
1561,55.9295,94.5261
1562,55.9226,94.5065
1563,55.9194,94.502
1564,55.9163,94.4998
1565,55.9131,94.4959
1566,55.9098,94.4916
1567,55.9066,94.4871
1568,55.9034,94.4831
1569,55.9003,94.4799
1570,55.8971,94.4762
1571,55.8939,94.472
1572,55.8907,94.468
1573,55.8875,94.4666
1574,55.8843,94.4634
1575,55.8814,94.4603
1576,55.8782,94.4555
1577,55.875,94.4511
1578,55.872,94.448
1579,55.8688,94.4431
1580,55.8657,94.4393
1581,55.8626,94.4342
1582,55.8597,94.4323
1583,55.8566,94.4277
1584,55.8535,94.4234
1585,55.849,94.4019
1586,55.8459,94.3981
1587,55.8428,94.394
1588,55.8397,94.3898
1589,55.8365,94.3865
1590,55.8334,94.3829
1591,55.8304,94.3796
1592,55.8276,94.3767
1593,55.8246,94.3726
1594,55.8203,94.3512
1595,55.8172,94.3479
1596,55.8141,94.3434
1597,55.811,94.3403
1598,55.8078,94.3372
1599,55.8047,94.3339
1600,55.8017,94.3306
1601,55.7986,94.3263
1602,55.7956,94.3218
1603,55.7925,94.3183
1604,55.7894,94.3155
1605,55.7864,94.3115
1606,55.7833,94.308
1607,55.7804,94.3067
1608,55.7774,94.3031
1609,55.7744,94.2991
1610,55.7714,94.2949
1611,55.7683,94.292
1612,55.7652,94.2882
1613,55.7622,94.2851
1614,55.7591,94.2818
1615,55.7561,94.2778
1616,55.7531,94.2738
1617,55.7502,94.2705
1618,55.7472,94.2661
1619,55.7442,94.2623
1620,55.7413,94.2583
1621,55.738,94.2521
1622,55.735,94.2485
1623,55.732,94.2444
1624,55.729,94.2408
1625,55.7261,94.2368
1626,55.7232,94.2328
1627,55.7199,94.2271
1628,55.7169,94.223
1629,55.7139,94.22
1630,55.7109,94.2175
1631,55.7079,94.2154
1632,55.705,94.2115
1633,55.7021,94.208
1634,55.6992,94.205
1635,55.6963,94.2008
1636,55.6935,94.1973
1637,55.6906,94.1963
1638,55.6876,94.1924
1639,55.6847,94.1884
1640,55.6818,94.1844
1641,55.679,94.1805
1642,55.676,94.1771
1643,55.6729,94.1721
1644,55.6701,94.1692
1645,55.667,94.1666
1646,55.6641,94.1629
1647,55.6613,94.1581
1648,55.6584,94.1552
1649,55.6555,94.151
1650,55.6527,94.1488
1651,55.6498,94.1453
1652,55.647,94.1415
1653,55.6441,94.1371
1654,55.6413,94.1333
1655,55.6387,94.1312
1656,55.6357,94.1279
1657,55.6328,94.1248
1658,55.63,94.1211
1659,55.6272,94.1173
1660,55.6242,94.1128
1661,55.6213,94.1126
1662,55.6184,94.1089
1663,55.6156,94.1053
1664,55.6128,94.1018
1665,55.61,94.0979
1666,55.6072,94.0948
1667,55.6044,94.092
1668,55.6017,94.0897
1669,55.5989,94.0859
1670,55.5962,94.0842
1671,55.5933,94.085
1672,55.5907,94.0825
1673,55.5878,94.0786
1674,55.585,94.0745
1675,55.5822,94.0705
1676,55.5795,94.0678
1677,55.5767,94.0646
1678,55.5739,94.0601
1679,55.571,94.056
1680,55.5682,94.0539
1681,55.5654,94.0499
1682,55.5626,94.0465
1683,55.5598,94.0424
1684,55.557,94.0383
1685,55.553,94.0178
1686,55.5502,94.0137
1687,55.5474,94.0104
1688,55.5446,94.0052
1689,55.5419,94.0011
1690,55.5391,93.9981
1691,55.5362,93.9962
1692,55.5334,93.9924
1693,55.5307,93.9907
1694,55.528,93.9875
1695,55.5253,93.9848
1696,55.5226,93.9826
1697,55.5199,93.9793
1698,55.5171,93.976
1699,55.5145,93.9734
1700,55.5117,93.9713
1701,55.509,93.9687
1702,55.5063,93.9647
1703,55.5036,93.9614
1704,55.5009,93.9585
1705,55.4982,93.9552
1706,55.4955,93.9518
1707,55.4928,93.9482
1708,55.4901,93.9449
1709,55.4875,93.9405
1710,55.4848,93.9368
1711,55.4821,93.9339
1712,55.4794,93.9304
1713,55.4767,93.927
1714,55.474,93.9237
1715,55.4713,93.92
1716,55.4686,93.9168
1717,55.466,93.9131
1718,55.4637,93.9107
1719,55.4582,93.894
1720,55.4555,93.8902
1721,55.4529,93.8863
1722,55.4502,93.884
1723,55.4475,93.8827
1724,55.4447,93.8804
1725,55.4421,93.8769
1726,55.4393,93.8744
1727,55.4366,93.8707
1728,55.434,93.8678
1729,55.4314,93.8643
1730,55.4287,93.8614
1731,55.4261,93.8583
1732,55.4235,93.8552
1733,55.4209,93.8523
1734,55.4183,93.8493
1735,55.4157,93.8458
1736,55.413,93.843
1737,55.4104,93.8396
1738,55.4078,93.8363
1739,55.4051,93.8352
1740,55.4025,93.8319
1741,55.3998,93.831
1742,55.397,93.8262
1743,55.3944,93.8229
1744,55.3918,93.8197
1745,55.3892,93.8193
1746,55.3868,93.8184
1747,55.3842,93.8162
1748,55.3816,93.8129
1749,55.3789,93.814
1750,55.375,93.7941
1751,55.3724,93.7908
1752,55.3698,93.788
1753,55.3673,93.7848
1754,55.3647,93.7813
1755,55.3621,93.7788
1756,55.3595,93.7747
1757,55.357,93.7716
1758,55.3544,93.7684
1759,55.3519,93.7671
1760,55.3493,93.7649
1761,55.3467,93.7625
1762,55.3442,93.7595
1763,55.3416,93.7561
1764,55.3391,93.7525
1765,55.3368,93.7481
1766,55.3343,93.7459
1767,55.3321,93.7439
1768,55.3296,93.7402
1769,55.3271,93.7365
1770,55.3245,93.7341
1771,55.322,93.7313
1772,55.3189,93.7304
1773,55.3163,93.7269
1774,55.3138,93.7254
1775,55.3113,93.7223
1776,55.3087,93.7198
1777,55.3062,93.7167
1778,55.3035,93.7124
1779,55.3008,93.7086
1780,55.2982,93.7049
1781,55.2958,93.7031
1782,55.2933,93.7
1783,55.2907,93.6972
1784,55.2882,93.6949
1785,55.2856,93.6902
1786,55.2805,93.6737
1787,55.2781,93.6707
1788,55.2756,93.6677
1789,55.2731,93.6645
1790,55.2707,93.6615
1791,55.2681,93.6578
1792,55.2657,93.6544
1793,55.2632,93.6517
1794,55.2608,93.6493
1795,55.2583,93.6467
1796,55.2559,93.6438
1797,55.2534,93.6415
1798,55.2509,93.6394
1799,55.2484,93.6371
1800,55.2459,93.6341
1801,55.2434,93.6321
1802,55.2409,93.6297
1803,55.2385,93.6266
1804,55.236,93.6239
1805,55.2335,93.623
1806,55.2311,93.6201
1807,55.2286,93.6181
1808,55.2263,93.6172
1809,55.2238,93.6144
1810,55.2213,93.6117
1811,55.2188,93.6081
1812,55.2164,93.6048
1813,55.214,93.6014
1814,55.2116,93.5987
1815,55.2092,93.5956
1816,55.2068,93.5925
1817,55.2044,93.5901
1818,55.2019,93.5871
1819,55.1995,93.5842
1820,55.1971,93.5814
1821,55.1947,93.5787
1822,55.1923,93.5753
1823,55.1899,93.5727
1824,55.1874,93.5711
1825,55.185,93.5686
1826,55.1826,93.5658
1827,55.1802,93.5628
1828,55.1778,93.5602
1829,55.1754,93.5581
1830,55.173,93.5558
1831,55.1706,93.5529
1832,55.1683,93.5523
1833,55.1659,93.5497
1834,55.1638,93.5492
1835,55.1614,93.5461
1836,55.159,93.5432
1837,55.1566,93.5406
1838,55.1544,93.541
1839,55.152,93.5376
1840,55.1496,93.5371
1841,55.1472,93.5335
1842,55.1448,93.5304
1843,55.1425,93.5304
1844,55.1401,93.5267
1845,55.1378,93.524
1846,55.1353,93.5205
1847,55.133,93.5171
1848,55.1306,93.5142
1849,55.1283,93.5111
1850,55.1259,93.5078
1851,55.1211,93.4921
1852,55.1188,93.4899
1853,55.1164,93.4873
1854,55.1141,93.4846
1855,55.1118,93.482
1856,55.1094,93.4801
1857,55.1071,93.4782
1858,55.1047,93.4763
1859,55.1025,93.4751
1860,55.1,93.4767
1861,55.0978,93.4753
1862,55.0954,93.4719
1863,55.0931,93.4685
1864,55.0908,93.4661
1865,55.0885,93.4635
1866,55.0837,93.4479
1867,55.0813,93.4442
1868,55.0786,93.4461
1869,55.0763,93.4441
1870,55.0741,93.4412
1871,55.0718,93.4383
1872,55.0693,93.4347
1873,55.0671,93.4318
1874,55.0648,93.4287
1875,55.0626,93.4263
1876,55.0603,93.4238
1877,55.058,93.4214
1878,55.0558,93.4182
1879,55.0536,93.4158
1880,55.0513,93.4139
1881,55.0491,93.4106
1882,55.0468,93.4081
1883,55.0445,93.4053
1884,55.0423,93.4032
1885,55.0401,93.4007
1886,55.0378,93.3981
1887,55.0355,93.3982
1888,55.0333,93.3953
1889,55.0308,93.3903
1890,55.0285,93.3878
1891,55.0263,93.3861
1892,55.024,93.3835
1893,55.0218,93.3807
1894,55.0195,93.3778
1895,55.0173,93.375
1896,55.0151,93.3719
1897,55.013,93.3687
1898,55.0107,93.367
1899,55.0085,93.3646
1900,55.0062,93.3621
1901,55.0041,93.3593
1902,55.0019,93.3566
1903,54.9995,93.3558
1904,54.9975,93.3543
1905,54.9955,93.3528
1906,54.9933,93.3508
1907,54.9911,93.3498
1908,54.9889,93.3473
1909,54.9867,93.3446
1910,54.9845,93.342
1911,54.9823,93.3396
1912,54.9801,93.3368
1913,54.9779,93.3341
1914,54.9757,93.3315
1915,54.9727,93.3117
1916,54.9705,93.3089
1917,54.9683,93.3064
1918,54.966,93.3067
1919,54.9638,93.3044
1920,54.9616,93.303
1921,54.9595,93.3004
1922,54.9573,93.2973
1923,54.9551,93.2949
1924,54.953,93.2923
1925,54.9508,93.2898
1926,54.9486,93.2879
1927,54.9464,93.2858
1928,54.9443,93.2833
1929,54.9421,93.2814
1930,54.9402,93.278
1931,54.9381,93.2767
1932,54.936,93.2743
1933,54.9338,93.2723
1934,54.9317,93.27
1935,54.9296,93.2669
1936,54.9275,93.2641
1937,54.9253,93.262
1938,54.9231,93.2609
1939,54.9208,93.2599
1940,54.9188,93.2587
1941,54.9166,93.2563
1942,54.9145,93.254
1943,54.9124,93.2514
1944,54.9102,93.2492
1945,54.9081,93.247
1946,54.906,93.2447
1947,54.9037,93.2411
1948,54.9015,93.2388
1949,54.8995,93.2378
1950,54.8973,93.2353
1951,54.8953,93.2322
1952,54.8932,93.2311
1953,54.8908,93.2267
1954,54.8887,93.2252
1955,54.8866,93.2241
1956,54.8844,93.2229
1957,54.8823,93.22
1958,54.8801,93.2191
1959,54.8781,93.2181
1960,54.8759,93.2151
1961,54.8738,93.2124
1962,54.8717,93.2096
1963,54.8697,93.2078
1964,54.8676,93.2053
1965,54.8655,93.2025
1966,54.8634,93.1999
1967,54.8614,93.1989
1968,54.8593,93.1963
1969,54.8573,93.1962
1970,54.8552,93.1935
1971,54.8531,93.1903
1972,54.851,93.1875
1973,54.8489,93.1858
1974,54.8469,93.1851
1975,54.8448,93.1827
1976,54.8427,93.1803
1977,54.8406,93.1776
1978,54.8385,93.175
1979,54.8365,93.1725
1980,54.8344,93.1702
1981,54.8324,93.1682
1982,54.8303,93.1656
1983,54.8283,93.163
1984,54.8261,93.1608
1985,54.8241,93.1584
1986,54.8221,93.1557
1987,54.82,93.1535
1988,54.818,93.151
1989,54.8159,93.1483
1990,54.814,93.1461
1991,54.8119,93.1441
1992,54.8099,93.1416
1993,54.8075,93.1437
1994,54.8055,93.1415
1995,54.8038,93.1402
1996,54.8017,93.1375
1997,54.7997,93.1352
1998,54.7977,93.1335
1999,54.7957,93.1318
2000,54.7936,93.1295
2001,54.7916,93.1267
2002,54.7895,93.1243
2003,54.7875,93.1221
2004,54.7855,93.1203
2005,54.7836,93.1194
2006,54.7815,93.1166
2007,54.7798,93.1154
2008,54.7778,93.1128
2009,54.7758,93.1103
2010,54.7738,93.1082
2011,54.7718,93.1056
2012,54.7698,93.1037
2013,54.7678,93.101
2014,54.7658,93.0983
2015,54.7638,93.096
2016,54.7618,93.0938
2017,54.7601,93.0927
2018,54.7582,93.09
2019,54.7562,93.0878
2020,54.7543,93.0868
2021,54.752,93.0827
2022,54.75,93.0803
2023,54.748,93.0779
2024,54.7462,93.0752
2025,54.7441,93.0739
2026,54.7421,93.0724
2027,54.7402,93.071
2028,54.7382,93.0696
2029,54.7363,93.0671
2030,54.7343,93.0644
2031,54.7323,93.0622
2032,54.7303,93.0596
2033,54.7284,93.0577
2034,54.7264,93.0559
2035,54.7244,93.0542
2036,54.7224,93.0521
2037,54.7205,93.0493
2038,54.7184,93.0487
2039,54.7165,93.0462
2040,54.7145,93.0438
2041,54.7125,93.0422
2042,54.7106,93.0403
2043,54.7086,93.0385
2044,54.7066,93.0375
2045,54.7047,93.0351
2046,54.7027,93.0324
2047,54.7007,93.0298
2048,54.6989,93.0279
2049,54.697,93.0266
2050,54.695,93.0248
2051,54.6931,93.0241
2052,54.6904,93.0073
2053,54.6885,93.0051
2054,54.6865,93.0032
2055,54.6846,93.0047
2056,54.6826,93.0024
2057,54.6807,93.0005
2058,54.6788,92.9979
2059,54.6768,92.9947
2060,54.6748,92.9917
2061,54.6729,92.9894
2062,54.671,92.9871
2063,54.6691,92.9889
2064,54.6672,92.9863
2065,54.6653,92.9845
2066,54.6634,92.9819
2067,54.6615,92.9807
2068,54.6596,92.979
2069,54.6577,92.9795
2070,54.6558,92.9774
2071,54.6537,92.9791
2072,54.6518,92.9767
2073,54.6498,92.9762
2074,54.6478,92.9733
2075,54.646,92.9712
2076,54.6441,92.9686
2077,54.6422,92.9667
2078,54.6403,92.9645
2079,54.6384,92.9629
2080,54.6363,92.965
2081,54.6344,92.9624
2082,54.6324,92.9609
2083,54.6305,92.9587
2084,54.6287,92.9576
2085,54.6268,92.9552
2086,54.6248,92.9574
2087,54.6229,92.9551
2088,54.621,92.9524
2089,54.619,92.9501
2090,54.617,92.9471
2091,54.6151,92.9445
2092,54.6132,92.942
2093,54.6114,92.9405
2094,54.6087,92.9228
2095,54.607,92.9227
2096,54.6051,92.9212
2097,54.6033,92.92
2098,54.6015,92.9182
2099,54.5997,92.9173
2100,54.5979,92.9159
2101,54.596,92.914
2102,54.5942,92.9122
2103,54.5922,92.9093
2104,54.5904,92.9067
2105,54.5886,92.9065
2106,54.5867,92.9043
2107,54.5849,92.902
2108,54.583,92.8998
2109,54.5811,92.8995
2110,54.5793,92.8973
2111,54.5774,92.895
2112,54.5756,92.8932
2113,54.5739,92.8946
2114,54.5717,92.8907
2115,54.5699,92.888
2116,54.568,92.8861
2117,54.5642,92.8725
2118,54.5624,92.8705
2119,54.5606,92.8685
2120,54.5587,92.8667
2121,54.5568,92.8654
2122,54.5551,92.8631
2123,54.5533,92.8625
2124,54.5515,92.8601
2125,54.5497,92.858
2126,54.5479,92.8557
2127,54.5461,92.8553
2128,54.5443,92.854
2129,54.5424,92.8528
2130,54.5406,92.8511
2131,54.5388,92.8491
2132,54.5372,92.8465
2133,54.5354,92.8445
2134,54.5336,92.8432
2135,54.5318,92.8411
2136,54.53,92.8389
2137,54.5282,92.8369
2138,54.5265,92.8346
2139,54.5247,92.833
2140,54.5228,92.8308
2141,54.5211,92.8287
2142,54.5193,92.8273
2143,54.5175,92.8252
2144,54.5157,92.8234
2145,54.5139,92.8217
2146,54.5118,92.8248
2147,54.5101,92.824
2148,54.5083,92.8222
2149,54.5065,92.8207
2150,54.5048,92.8199
2151,54.503,92.8178
2152,54.5013,92.8154
2153,54.4995,92.8137
2154,54.4977,92.8123
2155,54.4954,92.7954
2156,54.4938,92.796
2157,54.4922,92.7963
2158,54.4904,92.7951
2159,54.4887,92.793
2160,54.4869,92.791
2161,54.4852,92.7891
2162,54.4837,92.788
2163,54.4819,92.7857
2164,54.4802,92.7841
2165,54.4784,92.7821
2166,54.4765,92.7793
2167,54.4748,92.777
2168,54.4728,92.7743
2169,54.471,92.7731
2170,54.4693,92.7711
2171,54.4677,92.7696
2172,54.4659,92.7681
2173,54.4641,92.7667
2174,54.4622,92.7631
2175,54.4604,92.7612
2176,54.4587,92.7594
2177,54.457,92.7574
2178,54.455,92.7411
2179,54.4533,92.7392
2180,54.4516,92.7377
2181,54.4499,92.7357
2182,54.448,92.7357
2183,54.4461,92.7347
2184,54.4444,92.7337
2185,54.4426,92.7323
2186,54.4408,92.7307
2187,54.4391,92.7292
2188,54.4374,92.7274
2189,54.4357,92.7254
2190,54.4339,92.7238
2191,54.4322,92.722
2192,54.4305,92.7205
2193,54.4287,92.7189
2194,54.4265,92.7212
2195,54.4248,92.7192
2196,54.4231,92.718
2197,54.4214,92.7175
2198,54.4196,92.7144
2199,54.4178,92.7109
2200,54.4163,92.7088
2201,54.4146,92.7075
2202,54.4129,92.7064
2203,54.4112,92.7052
2204,54.4094,92.7038
2205,54.4077,92.7017
2206,54.406,92.7
2207,54.4045,92.7007
2208,54.4028,92.6993
2209,54.4011,92.6976
2210,54.3993,92.6964
2211,54.3975,92.6954
2212,54.3958,92.6934
2213,54.3942,92.692
2214,54.3925,92.6899
2215,54.3908,92.688
2216,54.3891,92.6865
2217,54.3877,92.6859
2218,54.386,92.6842
2219,54.3843,92.6819
2220,54.3826,92.6799
2221,54.3809,92.6789
2222,54.3792,92.6768
2223,54.3776,92.6749
2224,54.3759,92.6739
2225,54.3742,92.6716
2226,54.3725,92.6711
2227,54.3709,92.6695
2228,54.3692,92.6675
2229,54.3675,92.6653
2230,54.3658,92.6633
2231,54.3642,92.6616
2232,54.3625,92.6596
2233,54.3608,92.6594
2234,54.3591,92.6583
2235,54.3575,92.6565
2236,54.3556,92.653
2237,54.3539,92.6512
2238,54.3523,92.6497
2239,54.3504,92.6461
2240,54.3487,92.6451
2241,54.3469,92.6454
2242,54.3453,92.6433
2243,54.3436,92.6414
2244,54.3419,92.6404
2245,54.3403,92.6391
2246,54.3387,92.6372
2247,54.337,92.6354
2248,54.3354,92.6336
2249,54.3338,92.6329
2250,54.3322,92.6312
2251,54.3306,92.6309
2252,54.329,92.6288
2253,54.3274,92.6279
2254,54.3257,92.6261
2255,54.324,92.6244
2256,54.3224,92.6226
2257,54.3208,92.6207
2258,54.3192,92.6187
2259,54.3175,92.617
2260,54.3161,92.6174
2261,54.3145,92.6157
2262,54.313,92.6158
2263,54.3113,92.6143
2264,54.3097,92.6122
2265,54.3084,92.6121
2266,54.3069,92.6113
2267,54.3053,92.6091
2268,54.3036,92.6073
2269,54.3021,92.6057
2270,54.3005,92.6036
2271,54.2989,92.6023
2272,54.2973,92.6013
2273,54.2957,92.5994
2274,54.294,92.5974
2275,54.2924,92.5954
2276,54.2907,92.5943
2277,54.2891,92.5925
2278,54.2877,92.5917
2279,54.2861,92.5903
2280,54.2846,92.5889
2281,54.283,92.5868
2282,54.2814,92.5855
2283,54.2799,92.5847
2284,54.2783,92.5827
2285,54.2762,92.5662
2286,54.2746,92.5644
2287,54.273,92.5627
2288,54.2714,92.5612
2289,54.2699,92.5595
2290,54.2683,92.5575
2291,54.2666,92.5566
2292,54.2654,92.5552
2293,54.2639,92.5532
2294,54.2622,92.5523
2295,54.2607,92.5505
2296,54.2591,92.5489
2297,54.2575,92.5472
2298,54.2559,92.5454
2299,54.2543,92.5422
2300,54.2526,92.5423
2301,54.2511,92.5418
2302,54.2495,92.5425
2303,54.248,92.5422
2304,54.2464,92.5409
2305,54.2449,92.5394
2306,54.2433,92.5376
2307,54.2417,92.5359
2308,54.2401,92.5349
2309,54.2385,92.5332
2310,54.237,92.5313
2311,54.2353,92.5306
2312,54.2338,92.5293
2313,54.2322,92.5275
2314,54.2307,92.5257
2315,54.2291,92.5258
2316,54.2275,92.5243
2317,54.226,92.5226
2318,54.2244,92.5211
2319,54.2229,92.5195
2320,54.2213,92.5182
2321,54.2198,92.5168
2322,54.2182,92.515
2323,54.2167,92.5146
2324,54.2152,92.5136
2325,54.2137,92.5119
2326,54.2119,92.509
2327,54.2105,92.5087
2328,54.2089,92.5074
2329,54.2074,92.5063
2330,54.2059,92.5065
2331,54.2044,92.5057
2332,54.2029,92.5039
2333,54.1998,92.4915
